,Test Size,Intercept,Coefficient
0,0.4,0.0682323695561946,"[ 6.96496291e-04 -1.58146690e-01  3.43862677e-01 -1.98453478e-01
  2.22633249e-01  3.05941803e-01 -2.96020324e-01 -2.88490650e-03
  2.56142005e+00  2.84214349e+00  2.73138256e+00 -2.22664099e-01
 -3.60774169e+00  1.63872511e+00 -7.55453687e+00  5.64909588e-02
 -1.61227813e-01 -1.77611911e-02]"
