,Test Size,Intercept,Coefficient
0,0.4,1.1081086998101681,"[ 5.91466532e-04 -1.04041428e-01  3.19875994e-01 -1.56112547e-02
  1.13145611e-01  2.69238744e-01 -2.25790106e-02  3.77727026e-02
  2.14620815e+00  2.77715379e+00  2.42428634e+00 -4.33757251e-02
 -2.99616924e+00  2.30434780e-01  1.35724622e-01 -6.03524969e+00
 -1.03786089e+00  8.19576291e-01 -2.04386921e-01]"
